isodate,entidad,delito,total
2020-11-01,San Luis Potosí,Extorsión,18
2020-12-01,San Luis Potosí,Extorsión,10
2020-01-01,San Luis Potosí,Corrupción de menores,1
2020-02-01,San Luis Potosí,Corrupción de menores,12
2020-03-01,San Luis Potosí,Corrupción de menores,4
2020-04-01,San Luis Potosí,Corrupción de menores,2
2020-05-01,San Luis Potosí,Corrupción de menores,2
2020-06-01,San Luis Potosí,Corrupción de menores,3
2020-07-01,San Luis Potosí,Corrupción de menores,0
2020-08-01,San Luis Potosí,Corrupción de menores,2
2020-09-01,San Luis Potosí,Corrupción de menores,2
2020-10-01,San Luis Potosí,Corrupción de menores,4
2020-11-01,San Luis Potosí,Corrupción de menores,2
2020-12-01,San Luis Potosí,Corrupción de menores,2
2020-01-01,San Luis Potosí,Trata de personas,5
2020-02-01,San Luis Potosí,Trata de personas,0
2020-03-01,San Luis Potosí,Trata de personas,1
2020-04-01,San Luis Potosí,Trata de personas,0
2020-05-01,San Luis Potosí,Trata de personas,2
2020-06-01,San Luis Potosí,Trata de personas,7
2020-07-01,San Luis Potosí,Trata de personas,2
2020-08-01,San Luis Potosí,Trata de personas,2
2020-09-01,San Luis Potosí,Trata de personas,4
2020-10-01,San Luis Potosí,Trata de personas,8
2020-11-01,San Luis Potosí,Trata de personas,0
2020-12-01,San Luis Potosí,Trata de personas,0
2020-01-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-02-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-03-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-04-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-05-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-06-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-07-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-08-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-09-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-10-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-11-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-12-01,San Luis Potosí,Otros delitos contra la sociedad,0
2020-01-01,San Luis Potosí,Aborto,0
2020-02-01,San Luis Potosí,Aborto,1
2020-03-01,San Luis Potosí,Aborto,0
2020-04-01,San Luis Potosí,Aborto,0
2020-05-01,San Luis Potosí,Aborto,3
2020-06-01,San Luis Potosí,Aborto,1
2020-07-01,San Luis Potosí,Aborto,3
2020-08-01,San Luis Potosí,Aborto,1
2020-09-01,San Luis Potosí,Aborto,0
2020-10-01,San Luis Potosí,Aborto,0
2020-11-01,San Luis Potosí,Aborto,0
2020-12-01,San Luis Potosí,Aborto,0
2020-01-01,Sinaloa,Homicidio doloso,60
2020-02-01,Sinaloa,Homicidio doloso,53
2020-03-01,Sinaloa,Homicidio doloso,74
2020-04-01,Sinaloa,Homicidio doloso,57
2020-05-01,Sinaloa,Homicidio doloso,72
2020-06-01,Sinaloa,Homicidio doloso,92
2020-07-01,Sinaloa,Homicidio doloso,72
2020-08-01,Sinaloa,Homicidio doloso,76
2020-09-01,Sinaloa,Homicidio doloso,69
2020-10-01,Sinaloa,Homicidio doloso,68
2020-11-01,Sinaloa,Homicidio doloso,53
2020-12-01,Sinaloa,Homicidio doloso,32
2020-01-01,Sinaloa,Homicidio culposo,52
2020-02-01,Sinaloa,Homicidio culposo,69
2020-03-01,Sinaloa,Homicidio culposo,53
2020-04-01,Sinaloa,Homicidio culposo,47
2020-05-01,Sinaloa,Homicidio culposo,38
2020-06-01,Sinaloa,Homicidio culposo,56
2020-07-01,Sinaloa,Homicidio culposo,65
2020-08-01,Sinaloa,Homicidio culposo,53
2020-09-01,Sinaloa,Homicidio culposo,50
2020-10-01,Sinaloa,Homicidio culposo,61
2020-11-01,Sinaloa,Homicidio culposo,56
2020-12-01,Sinaloa,Homicidio culposo,52
2020-01-01,Sinaloa,Lesiones dolosas,166
2020-02-01,Sinaloa,Lesiones dolosas,192
2020-03-01,Sinaloa,Lesiones dolosas,216
2020-04-01,Sinaloa,Lesiones dolosas,142
2020-05-01,Sinaloa,Lesiones dolosas,176
2020-06-01,Sinaloa,Lesiones dolosas,190
2020-07-01,Sinaloa,Lesiones dolosas,187
2020-08-01,Sinaloa,Lesiones dolosas,211
2020-09-01,Sinaloa,Lesiones dolosas,218
2020-10-01,Sinaloa,Lesiones dolosas,229
2020-11-01,Sinaloa,Lesiones dolosas,257
2020-12-01,Sinaloa,Lesiones dolosas,246
2020-01-01,Sinaloa,Lesiones culposas,96
2020-02-01,Sinaloa,Lesiones culposas,89
2020-03-01,Sinaloa,Lesiones culposas,66
2020-04-01,Sinaloa,Lesiones culposas,30
2020-05-01,Sinaloa,Lesiones culposas,34
2020-06-01,Sinaloa,Lesiones culposas,44
2020-07-01,Sinaloa,Lesiones culposas,40
2020-08-01,Sinaloa,Lesiones culposas,54
2020-09-01,Sinaloa,Lesiones culposas,61
2020-10-01,Sinaloa,Lesiones culposas,45
2020-11-01,Sinaloa,Lesiones culposas,70
2020-12-01,Sinaloa,Lesiones culposas,91
2020-01-01,Sinaloa,Feminicidio,6
2020-02-01,Sinaloa,Feminicidio,2
2020-03-01,Sinaloa,Feminicidio,0
2020-04-01,Sinaloa,Feminicidio,3
2020-05-01,Sinaloa,Feminicidio,0
2020-06-01,Sinaloa,Feminicidio,2
2020-07-01,Sinaloa,Feminicidio,2
2020-08-01,Sinaloa,Feminicidio,1
2020-09-01,Sinaloa,Feminicidio,5
2020-10-01,Sinaloa,Feminicidio,0
2020-11-01,Sinaloa,Feminicidio,3
2020-12-01,Sinaloa,Feminicidio,3
2020-01-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,51
2020-02-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,40
2020-03-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,60
2020-04-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,41
2020-05-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,51
2020-06-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,38
2020-07-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,47
2020-08-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,68
2020-09-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,54
2020-10-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,57
2020-11-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,59
2020-12-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,48
2020-01-01,Sinaloa,Secuestro,1
2020-02-01,Sinaloa,Secuestro,1
2020-03-01,Sinaloa,Secuestro,2
2020-04-01,Sinaloa,Secuestro,0
2020-05-01,Sinaloa,Secuestro,0
2020-06-01,Sinaloa,Secuestro,2
2020-07-01,Sinaloa,Secuestro,0
2020-08-01,Sinaloa,Secuestro,0
2020-09-01,Sinaloa,Secuestro,1
2020-10-01,Sinaloa,Secuestro,1
2020-11-01,Sinaloa,Secuestro,0
2020-12-01,Sinaloa,Secuestro,3
2020-01-01,Sinaloa,Tráfico de menores,1
2020-02-01,Sinaloa,Tráfico de menores,0
2020-03-01,Sinaloa,Tráfico de menores,0
2020-04-01,Sinaloa,Tráfico de menores,0
2020-05-01,Sinaloa,Tráfico de menores,0
2020-06-01,Sinaloa,Tráfico de menores,0
2020-07-01,Sinaloa,Tráfico de menores,0
2020-08-01,Sinaloa,Tráfico de menores,0
2020-09-01,Sinaloa,Tráfico de menores,0
2020-10-01,Sinaloa,Tráfico de menores,0
2020-11-01,Sinaloa,Tráfico de menores,0
2020-12-01,Sinaloa,Tráfico de menores,0
2020-01-01,Sinaloa,Rapto,0
2020-02-01,Sinaloa,Rapto,0
2020-03-01,Sinaloa,Rapto,0
2020-04-01,Sinaloa,Rapto,0
2020-05-01,Sinaloa,Rapto,0
2020-06-01,Sinaloa,Rapto,0
2020-07-01,Sinaloa,Rapto,0
2020-08-01,Sinaloa,Rapto,0
2020-09-01,Sinaloa,Rapto,0
2020-10-01,Sinaloa,Rapto,0
2020-11-01,Sinaloa,Rapto,0
2020-12-01,Sinaloa,Rapto,0
2020-01-01,Sinaloa,Otros delitos que atentan contra la libertad personal,105
2020-02-01,Sinaloa,Otros delitos que atentan contra la libertad personal,106
2020-03-01,Sinaloa,Otros delitos que atentan contra la libertad personal,109
2020-04-01,Sinaloa,Otros delitos que atentan contra la libertad personal,98
2020-05-01,Sinaloa,Otros delitos que atentan contra la libertad personal,103
2020-06-01,Sinaloa,Otros delitos que atentan contra la libertad personal,126
2020-07-01,Sinaloa,Otros delitos que atentan contra la libertad personal,127
2020-08-01,Sinaloa,Otros delitos que atentan contra la libertad personal,118
2020-09-01,Sinaloa,Otros delitos que atentan contra la libertad personal,116
2020-10-01,Sinaloa,Otros delitos que atentan contra la libertad personal,102
2020-11-01,Sinaloa,Otros delitos que atentan contra la libertad personal,88
2020-12-01,Sinaloa,Otros delitos que atentan contra la libertad personal,78
2020-01-01,Sinaloa,Extorsión,6
2020-02-01,Sinaloa,Extorsión,6
2020-03-01,Sinaloa,Extorsión,7
2020-04-01,Sinaloa,Extorsión,4
2020-05-01,Sinaloa,Extorsión,3
2020-06-01,Sinaloa,Extorsión,2
2020-07-01,Sinaloa,Extorsión,2
2020-08-01,Sinaloa,Extorsión,4
2020-09-01,Sinaloa,Extorsión,7
2020-10-01,Sinaloa,Extorsión,5
2020-11-01,Sinaloa,Extorsión,5
2020-12-01,Sinaloa,Extorsión,12
2020-01-01,Sinaloa,Corrupción de menores,4
2020-02-01,Sinaloa,Corrupción de menores,6
2020-03-01,Sinaloa,Corrupción de menores,7
2020-04-01,Sinaloa,Corrupción de menores,1
2020-05-01,Sinaloa,Corrupción de menores,0
2020-06-01,Sinaloa,Corrupción de menores,2
2020-07-01,Sinaloa,Corrupción de menores,5
2020-08-01,Sinaloa,Corrupción de menores,3
2020-09-01,Sinaloa,Corrupción de menores,3
2020-10-01,Sinaloa,Corrupción de menores,5
2020-11-01,Sinaloa,Corrupción de menores,7
2020-12-01,Sinaloa,Corrupción de menores,4
2020-01-01,Sinaloa,Trata de personas,0
2020-02-01,Sinaloa,Trata de personas,2
2020-03-01,Sinaloa,Trata de personas,1
2020-04-01,Sinaloa,Trata de personas,0
2020-05-01,Sinaloa,Trata de personas,0
2020-06-01,Sinaloa,Trata de personas,0
2020-07-01,Sinaloa,Trata de personas,1
2020-08-01,Sinaloa,Trata de personas,1
2020-09-01,Sinaloa,Trata de personas,0
2020-10-01,Sinaloa,Trata de personas,1
2020-11-01,Sinaloa,Trata de personas,0
2020-12-01,Sinaloa,Trata de personas,1
2020-01-01,Sinaloa,Otros delitos contra la sociedad,5
2020-02-01,Sinaloa,Otros delitos contra la sociedad,14
2020-03-01,Sinaloa,Otros delitos contra la sociedad,1
2020-04-01,Sinaloa,Otros delitos contra la sociedad,5
2020-05-01,Sinaloa,Otros delitos contra la sociedad,0
2020-06-01,Sinaloa,Otros delitos contra la sociedad,1
2020-07-01,Sinaloa,Otros delitos contra la sociedad,3
2020-08-01,Sinaloa,Otros delitos contra la sociedad,4
