isodate,entidad,delito,total
2023-02-01,Oaxaca,Extorsión,15
2023-03-01,Oaxaca,Extorsión,12
2023-04-01,Oaxaca,Extorsión,11
2023-05-01,Oaxaca,Extorsión,6
2023-06-01,Oaxaca,Extorsión,14
2023-07-01,Oaxaca,Extorsión,11
2023-08-01,Oaxaca,Extorsión,19
2023-09-01,Oaxaca,Extorsión,25
2023-10-01,Oaxaca,Extorsión,14
2023-11-01,Oaxaca,Extorsión,3
2023-12-01,Oaxaca,Extorsión,6
2023-01-01,Oaxaca,Corrupción de menores,4
2023-02-01,Oaxaca,Corrupción de menores,3
2023-03-01,Oaxaca,Corrupción de menores,1
2023-04-01,Oaxaca,Corrupción de menores,1
2023-05-01,Oaxaca,Corrupción de menores,3
2023-06-01,Oaxaca,Corrupción de menores,3
2023-07-01,Oaxaca,Corrupción de menores,4
2023-08-01,Oaxaca,Corrupción de menores,1
2023-09-01,Oaxaca,Corrupción de menores,4
2023-10-01,Oaxaca,Corrupción de menores,3
2023-11-01,Oaxaca,Corrupción de menores,4
2023-12-01,Oaxaca,Corrupción de menores,2
2023-01-01,Oaxaca,Trata de personas,1
2023-02-01,Oaxaca,Trata de personas,0
2023-03-01,Oaxaca,Trata de personas,1
2023-04-01,Oaxaca,Trata de personas,0
2023-05-01,Oaxaca,Trata de personas,2
2023-06-01,Oaxaca,Trata de personas,0
2023-07-01,Oaxaca,Trata de personas,2
2023-08-01,Oaxaca,Trata de personas,2
2023-09-01,Oaxaca,Trata de personas,1
2023-10-01,Oaxaca,Trata de personas,3
2023-11-01,Oaxaca,Trata de personas,1
2023-12-01,Oaxaca,Trata de personas,1
2023-01-01,Oaxaca,Otros delitos contra la sociedad,60
2023-02-01,Oaxaca,Otros delitos contra la sociedad,66
2023-03-01,Oaxaca,Otros delitos contra la sociedad,74
2023-04-01,Oaxaca,Otros delitos contra la sociedad,66
2023-05-01,Oaxaca,Otros delitos contra la sociedad,83
2023-06-01,Oaxaca,Otros delitos contra la sociedad,84
2023-07-01,Oaxaca,Otros delitos contra la sociedad,55
2023-08-01,Oaxaca,Otros delitos contra la sociedad,53
2023-09-01,Oaxaca,Otros delitos contra la sociedad,65
2023-10-01,Oaxaca,Otros delitos contra la sociedad,61
2023-11-01,Oaxaca,Otros delitos contra la sociedad,58
2023-12-01,Oaxaca,Otros delitos contra la sociedad,48
2023-01-01,Oaxaca,Aborto,2
2023-02-01,Oaxaca,Aborto,3
2023-03-01,Oaxaca,Aborto,2
2023-04-01,Oaxaca,Aborto,1
2023-05-01,Oaxaca,Aborto,1
2023-06-01,Oaxaca,Aborto,1
2023-07-01,Oaxaca,Aborto,1
2023-08-01,Oaxaca,Aborto,3
2023-09-01,Oaxaca,Aborto,1
2023-10-01,Oaxaca,Aborto,1
2023-11-01,Oaxaca,Aborto,0
2023-12-01,Oaxaca,Aborto,0
2023-01-01,Puebla,Homicidio doloso,83
2023-02-01,Puebla,Homicidio doloso,70
2023-03-01,Puebla,Homicidio doloso,81
2023-04-01,Puebla,Homicidio doloso,64
2023-05-01,Puebla,Homicidio doloso,85
2023-06-01,Puebla,Homicidio doloso,110
2023-07-01,Puebla,Homicidio doloso,74
2023-08-01,Puebla,Homicidio doloso,78
2023-09-01,Puebla,Homicidio doloso,88
2023-10-01,Puebla,Homicidio doloso,83
2023-11-01,Puebla,Homicidio doloso,78
2023-12-01,Puebla,Homicidio doloso,73
2023-01-01,Puebla,Homicidio culposo,41
2023-02-01,Puebla,Homicidio culposo,21
2023-03-01,Puebla,Homicidio culposo,29
2023-04-01,Puebla,Homicidio culposo,44
2023-05-01,Puebla,Homicidio culposo,37
2023-06-01,Puebla,Homicidio culposo,42
2023-07-01,Puebla,Homicidio culposo,36
2023-08-01,Puebla,Homicidio culposo,42
2023-09-01,Puebla,Homicidio culposo,38
2023-10-01,Puebla,Homicidio culposo,20
2023-11-01,Puebla,Homicidio culposo,55
2023-12-01,Puebla,Homicidio culposo,42
2023-01-01,Puebla,Lesiones dolosas,497
2023-02-01,Puebla,Lesiones dolosas,466
2023-03-01,Puebla,Lesiones dolosas,593
2023-04-01,Puebla,Lesiones dolosas,490
2023-05-01,Puebla,Lesiones dolosas,495
2023-06-01,Puebla,Lesiones dolosas,524
2023-07-01,Puebla,Lesiones dolosas,498
2023-08-01,Puebla,Lesiones dolosas,423
2023-09-01,Puebla,Lesiones dolosas,483
2023-10-01,Puebla,Lesiones dolosas,460
2023-11-01,Puebla,Lesiones dolosas,403
2023-12-01,Puebla,Lesiones dolosas,420
2023-01-01,Puebla,Lesiones culposas,87
2023-02-01,Puebla,Lesiones culposas,92
2023-03-01,Puebla,Lesiones culposas,111
2023-04-01,Puebla,Lesiones culposas,104
2023-05-01,Puebla,Lesiones culposas,100
2023-06-01,Puebla,Lesiones culposas,93
2023-07-01,Puebla,Lesiones culposas,78
2023-08-01,Puebla,Lesiones culposas,67
2023-09-01,Puebla,Lesiones culposas,98
2023-10-01,Puebla,Lesiones culposas,99
2023-11-01,Puebla,Lesiones culposas,85
2023-12-01,Puebla,Lesiones culposas,93
2023-01-01,Puebla,Feminicidio,1
2023-02-01,Puebla,Feminicidio,2
2023-03-01,Puebla,Feminicidio,5
2023-04-01,Puebla,Feminicidio,2
2023-05-01,Puebla,Feminicidio,2
2023-06-01,Puebla,Feminicidio,6
2023-07-01,Puebla,Feminicidio,5
2023-08-01,Puebla,Feminicidio,2
2023-09-01,Puebla,Feminicidio,0
2023-10-01,Puebla,Feminicidio,6
2023-11-01,Puebla,Feminicidio,2
2023-12-01,Puebla,Feminicidio,3
2023-01-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,13
2023-02-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,20
2023-03-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,35
2023-04-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,26
2023-05-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,30
2023-06-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,34
2023-07-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,11
2023-08-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,24
2023-09-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,26
2023-10-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,28
2023-11-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,31
2023-12-01,Puebla,Otros delitos que atentan contra la vida y la integridad corporal,24
2023-01-01,Puebla,Secuestro,0
2023-02-01,Puebla,Secuestro,2
2023-03-01,Puebla,Secuestro,2
2023-04-01,Puebla,Secuestro,0
2023-05-01,Puebla,Secuestro,1
2023-06-01,Puebla,Secuestro,2
2023-07-01,Puebla,Secuestro,1
2023-08-01,Puebla,Secuestro,2
2023-09-01,Puebla,Secuestro,0
2023-10-01,Puebla,Secuestro,3
2023-11-01,Puebla,Secuestro,1
2023-12-01,Puebla,Secuestro,1
2023-01-01,Puebla,Tráfico de menores,0
2023-02-01,Puebla,Tráfico de menores,0
2023-03-01,Puebla,Tráfico de menores,0
2023-04-01,Puebla,Tráfico de menores,0
2023-05-01,Puebla,Tráfico de menores,0
2023-06-01,Puebla,Tráfico de menores,0
2023-07-01,Puebla,Tráfico de menores,0
2023-08-01,Puebla,Tráfico de menores,0
2023-09-01,Puebla,Tráfico de menores,0
2023-10-01,Puebla,Tráfico de menores,0
2023-11-01,Puebla,Tráfico de menores,0
2023-12-01,Puebla,Tráfico de menores,0
2023-01-01,Puebla,Rapto,0
2023-02-01,Puebla,Rapto,0
2023-03-01,Puebla,Rapto,0
2023-04-01,Puebla,Rapto,0
2023-05-01,Puebla,Rapto,0
2023-06-01,Puebla,Rapto,0
2023-07-01,Puebla,Rapto,0
2023-08-01,Puebla,Rapto,0
2023-09-01,Puebla,Rapto,0
2023-10-01,Puebla,Rapto,0
2023-11-01,Puebla,Rapto,0
2023-12-01,Puebla,Rapto,0
2023-01-01,Puebla,Otros delitos que atentan contra la libertad personal,16
2023-02-01,Puebla,Otros delitos que atentan contra la libertad personal,18
2023-03-01,Puebla,Otros delitos que atentan contra la libertad personal,25
2023-04-01,Puebla,Otros delitos que atentan contra la libertad personal,40
2023-05-01,Puebla,Otros delitos que atentan contra la libertad personal,17
2023-06-01,Puebla,Otros delitos que atentan contra la libertad personal,9
2023-07-01,Puebla,Otros delitos que atentan contra la libertad personal,20
2023-08-01,Puebla,Otros delitos que atentan contra la libertad personal,15
2023-09-01,Puebla,Otros delitos que atentan contra la libertad personal,19
2023-10-01,Puebla,Otros delitos que atentan contra la libertad personal,18
2023-11-01,Puebla,Otros delitos que atentan contra la libertad personal,25
2023-12-01,Puebla,Otros delitos que atentan contra la libertad personal,13
2023-01-01,Puebla,Extorsión,10
2023-02-01,Puebla,Extorsión,12
2023-03-01,Puebla,Extorsión,13
2023-04-01,Puebla,Extorsión,12
2023-05-01,Puebla,Extorsión,11
2023-06-01,Puebla,Extorsión,11
2023-07-01,Puebla,Extorsión,8
2023-08-01,Puebla,Extorsión,16
2023-09-01,Puebla,Extorsión,6
2023-10-01,Puebla,Extorsión,10
2023-11-01,Puebla,Extorsión,8
2023-12-01,Puebla,Extorsión,7
2023-01-01,Puebla,Corrupción de menores,1
2023-02-01,Puebla,Corrupción de menores,2
2023-03-01,Puebla,Corrupción de menores,3
2023-04-01,Puebla,Corrupción de menores,5
2023-05-01,Puebla,Corrupción de menores,7
2023-06-01,Puebla,Corrupción de menores,9
2023-07-01,Puebla,Corrupción de menores,2
2023-08-01,Puebla,Corrupción de menores,6
2023-09-01,Puebla,Corrupción de menores,10
2023-10-01,Puebla,Corrupción de menores,0
2023-11-01,Puebla,Corrupción de menores,6
2023-12-01,Puebla,Corrupción de menores,1
2023-01-01,Puebla,Trata de personas,3
2023-02-01,Puebla,Trata de personas,8
2023-03-01,Puebla,Trata de personas,11
2023-04-01,Puebla,Trata de personas,4
2023-05-01,Puebla,Trata de personas,6
2023-06-01,Puebla,Trata de personas,8
2023-07-01,Puebla,Trata de personas,6
2023-08-01,Puebla,Trata de personas,12
2023-09-01,Puebla,Trata de personas,7
2023-10-01,Puebla,Trata de personas,4
2023-11-01,Puebla,Trata de personas,3
2023-12-01,Puebla,Trata de personas,5
2023-01-01,Puebla,Otros delitos contra la sociedad,39
2023-02-01,Puebla,Otros delitos contra la sociedad,37
2023-03-01,Puebla,Otros delitos contra la sociedad,69
2023-04-01,Puebla,Otros delitos contra la sociedad,40
2023-05-01,Puebla,Otros delitos contra la sociedad,33
2023-06-01,Puebla,Otros delitos contra la sociedad,33
2023-07-01,Puebla,Otros delitos contra la sociedad,31
2023-08-01,Puebla,Otros delitos contra la sociedad,35
2023-09-01,Puebla,Otros delitos contra la sociedad,31
2023-10-01,Puebla,Otros delitos contra la sociedad,54
2023-11-01,Puebla,Otros delitos contra la sociedad,36
2023-12-01,Puebla,Otros delitos contra la sociedad,36
2023-01-01,Puebla,Aborto,0
2023-02-01,Puebla,Aborto,0
2023-03-01,Puebla,Aborto,1
2023-04-01,Puebla,Aborto,0
2023-05-01,Puebla,Aborto,0
2023-06-01,Puebla,Aborto,0
2023-07-01,Puebla,Aborto,0
2023-08-01,Puebla,Aborto,0
2023-09-01,Puebla,Aborto,0
2023-10-01,Puebla,Aborto,1
2023-11-01,Puebla,Aborto,0
2023-12-01,Puebla,Aborto,0
2023-01-01,Querétaro,Homicidio doloso,15
2023-02-01,Querétaro,Homicidio doloso,9
2023-03-01,Querétaro,Homicidio doloso,17
2023-04-01,Querétaro,Homicidio doloso,22
2023-05-01,Querétaro,Homicidio doloso,18
2023-06-01,Querétaro,Homicidio doloso,22
2023-07-01,Querétaro,Homicidio doloso,16
2023-08-01,Querétaro,Homicidio doloso,16
2023-09-01,Querétaro,Homicidio doloso,14
2023-10-01,Querétaro,Homicidio doloso,19
2023-11-01,Querétaro,Homicidio doloso,8
2023-12-01,Querétaro,Homicidio doloso,21
2023-01-01,Querétaro,Homicidio culposo,24
2023-02-01,Querétaro,Homicidio culposo,22
2023-03-01,Querétaro,Homicidio culposo,28
2023-04-01,Querétaro,Homicidio culposo,40
2023-05-01,Querétaro,Homicidio culposo,30
2023-06-01,Querétaro,Homicidio culposo,34
2023-07-01,Querétaro,Homicidio culposo,32
2023-08-01,Querétaro,Homicidio culposo,35
2023-09-01,Querétaro,Homicidio culposo,33
2023-10-01,Querétaro,Homicidio culposo,40
2023-11-01,Querétaro,Homicidio culposo,30
2023-12-01,Querétaro,Homicidio culposo,45
2023-01-01,Querétaro,Lesiones dolosas,446
2023-02-01,Querétaro,Lesiones dolosas,429
2023-03-01,Querétaro,Lesiones dolosas,531
2023-04-01,Querétaro,Lesiones dolosas,524
2023-05-01,Querétaro,Lesiones dolosas,590
2023-06-01,Querétaro,Lesiones dolosas,542
2023-07-01,Querétaro,Lesiones dolosas,469
2023-08-01,Querétaro,Lesiones dolosas,464
2023-09-01,Querétaro,Lesiones dolosas,488
2023-10-01,Querétaro,Lesiones dolosas,464
2023-11-01,Querétaro,Lesiones dolosas,384
2023-12-01,Querétaro,Lesiones dolosas,390
2023-01-01,Querétaro,Lesiones culposas,97
2023-02-01,Querétaro,Lesiones culposas,131
2023-03-01,Querétaro,Lesiones culposas,155
2023-04-01,Querétaro,Lesiones culposas,112
2023-05-01,Querétaro,Lesiones culposas,133
2023-06-01,Querétaro,Lesiones culposas,142
2023-07-01,Querétaro,Lesiones culposas,118
2023-08-01,Querétaro,Lesiones culposas,131
2023-09-01,Querétaro,Lesiones culposas,120
2023-10-01,Querétaro,Lesiones culposas,123
2023-11-01,Querétaro,Lesiones culposas,118
2023-12-01,Querétaro,Lesiones culposas,97
2023-01-01,Querétaro,Feminicidio,1
2023-02-01,Querétaro,Feminicidio,0
2023-03-01,Querétaro,Feminicidio,2
2023-04-01,Querétaro,Feminicidio,0
2023-05-01,Querétaro,Feminicidio,1
2023-06-01,Querétaro,Feminicidio,0
2023-07-01,Querétaro,Feminicidio,2
2023-08-01,Querétaro,Feminicidio,1
2023-09-01,Querétaro,Feminicidio,1
2023-10-01,Querétaro,Feminicidio,1
2023-11-01,Querétaro,Feminicidio,0
2023-12-01,Querétaro,Feminicidio,0
2023-01-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,112
2023-02-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,91
2023-03-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,117
2023-04-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,88
2023-05-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,116
2023-06-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,130
2023-07-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,119
2023-08-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,100
2023-09-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,83
2023-10-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,111
2023-11-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,93
2023-12-01,Querétaro,Otros delitos que atentan contra la vida y la integridad corporal,95
2023-01-01,Querétaro,Secuestro,1
2023-02-01,Querétaro,Secuestro,0
2023-03-01,Querétaro,Secuestro,1
2023-04-01,Querétaro,Secuestro,0
2023-05-01,Querétaro,Secuestro,2
2023-06-01,Querétaro,Secuestro,1
2023-07-01,Querétaro,Secuestro,7
2023-08-01,Querétaro,Secuestro,4
2023-09-01,Querétaro,Secuestro,2
2023-10-01,Querétaro,Secuestro,0
2023-11-01,Querétaro,Secuestro,0
2023-12-01,Querétaro,Secuestro,0
2023-01-01,Querétaro,Tráfico de menores,0
2023-02-01,Querétaro,Tráfico de menores,0
2023-03-01,Querétaro,Tráfico de menores,0
2023-04-01,Querétaro,Tráfico de menores,0
2023-05-01,Querétaro,Tráfico de menores,0
2023-06-01,Querétaro,Tráfico de menores,0
2023-07-01,Querétaro,Tráfico de menores,0
2023-08-01,Querétaro,Tráfico de menores,0
2023-09-01,Querétaro,Tráfico de menores,0
2023-10-01,Querétaro,Tráfico de menores,0
2023-11-01,Querétaro,Tráfico de menores,0
2023-12-01,Querétaro,Tráfico de menores,0
2023-01-01,Querétaro,Rapto,0
2023-02-01,Querétaro,Rapto,0
2023-03-01,Querétaro,Rapto,0
2023-04-01,Querétaro,Rapto,0
2023-05-01,Querétaro,Rapto,0
2023-06-01,Querétaro,Rapto,0
2023-07-01,Querétaro,Rapto,0
2023-08-01,Querétaro,Rapto,0
2023-09-01,Querétaro,Rapto,0
2023-10-01,Querétaro,Rapto,0
2023-11-01,Querétaro,Rapto,0
2023-12-01,Querétaro,Rapto,0
2023-01-01,Querétaro,Otros delitos que atentan contra la libertad personal,22
2023-02-01,Querétaro,Otros delitos que atentan contra la libertad personal,27
2023-03-01,Querétaro,Otros delitos que atentan contra la libertad personal,32
2023-04-01,Querétaro,Otros delitos que atentan contra la libertad personal,26
2023-05-01,Querétaro,Otros delitos que atentan contra la libertad personal,23
2023-06-01,Querétaro,Otros delitos que atentan contra la libertad personal,23
2023-07-01,Querétaro,Otros delitos que atentan contra la libertad personal,21
2023-08-01,Querétaro,Otros delitos que atentan contra la libertad personal,22
2023-09-01,Querétaro,Otros delitos que atentan contra la libertad personal,29
2023-10-01,Querétaro,Otros delitos que atentan contra la libertad personal,21
2023-11-01,Querétaro,Otros delitos que atentan contra la libertad personal,28
2023-12-01,Querétaro,Otros delitos que atentan contra la libertad personal,20
2023-01-01,Querétaro,Extorsión,18
2023-02-01,Querétaro,Extorsión,15
2023-03-01,Querétaro,Extorsión,25
2023-04-01,Querétaro,Extorsión,18
2023-05-01,Querétaro,Extorsión,14
2023-06-01,Querétaro,Extorsión,20
2023-07-01,Querétaro,Extorsión,18
2023-08-01,Querétaro,Extorsión,18
2023-09-01,Querétaro,Extorsión,19
2023-10-01,Querétaro,Extorsión,12
2023-11-01,Querétaro,Extorsión,14
2023-12-01,Querétaro,Extorsión,6
2023-01-01,Querétaro,Corrupción de menores,0
2023-02-01,Querétaro,Corrupción de menores,0
2023-03-01,Querétaro,Corrupción de menores,0
2023-04-01,Querétaro,Corrupción de menores,0
2023-05-01,Querétaro,Corrupción de menores,0
2023-06-01,Querétaro,Corrupción de menores,0
2023-07-01,Querétaro,Corrupción de menores,0
2023-08-01,Querétaro,Corrupción de menores,0
2023-09-01,Querétaro,Corrupción de menores,0
2023-10-01,Querétaro,Corrupción de menores,0
2023-11-01,Querétaro,Corrupción de menores,0
2023-12-01,Querétaro,Corrupción de menores,0
2023-01-01,Querétaro,Trata de personas,0
2023-02-01,Querétaro,Trata de personas,0
2023-03-01,Querétaro,Trata de personas,2
2023-04-01,Querétaro,Trata de personas,0
2023-05-01,Querétaro,Trata de personas,1
2023-06-01,Querétaro,Trata de personas,0
2023-07-01,Querétaro,Trata de personas,0
2023-08-01,Querétaro,Trata de personas,0
2023-09-01,Querétaro,Trata de personas,0
2023-10-01,Querétaro,Trata de personas,0
2023-11-01,Querétaro,Trata de personas,1
2023-12-01,Querétaro,Trata de personas,0
2023-01-01,Querétaro,Otros delitos contra la sociedad,25
2023-02-01,Querétaro,Otros delitos contra la sociedad,22
2023-03-01,Querétaro,Otros delitos contra la sociedad,48
2023-04-01,Querétaro,Otros delitos contra la sociedad,35
2023-05-01,Querétaro,Otros delitos contra la sociedad,37
2023-06-01,Querétaro,Otros delitos contra la sociedad,40
2023-07-01,Querétaro,Otros delitos contra la sociedad,40
2023-08-01,Querétaro,Otros delitos contra la sociedad,30
2023-09-01,Querétaro,Otros delitos contra la sociedad,23
2023-10-01,Querétaro,Otros delitos contra la sociedad,26
2023-11-01,Querétaro,Otros delitos contra la sociedad,25
2023-12-01,Querétaro,Otros delitos contra la sociedad,27
2023-01-01,Querétaro,Aborto,4
2023-02-01,Querétaro,Aborto,3
2023-03-01,Querétaro,Aborto,4
2023-04-01,Querétaro,Aborto,5
2023-05-01,Querétaro,Aborto,1
2023-06-01,Querétaro,Aborto,4
2023-07-01,Querétaro,Aborto,1
2023-08-01,Querétaro,Aborto,3
2023-09-01,Querétaro,Aborto,4
2023-10-01,Querétaro,Aborto,2
2023-11-01,Querétaro,Aborto,4
2023-12-01,Querétaro,Aborto,2
2023-01-01,Quintana Roo,Homicidio doloso,55
2023-02-01,Quintana Roo,Homicidio doloso,60
2023-03-01,Quintana Roo,Homicidio doloso,57
2023-04-01,Quintana Roo,Homicidio doloso,71
2023-05-01,Quintana Roo,Homicidio doloso,69
2023-06-01,Quintana Roo,Homicidio doloso,63
2023-07-01,Quintana Roo,Homicidio doloso,53
2023-08-01,Quintana Roo,Homicidio doloso,55
2023-09-01,Quintana Roo,Homicidio doloso,49
2023-10-01,Quintana Roo,Homicidio doloso,65
2023-11-01,Quintana Roo,Homicidio doloso,65
2023-12-01,Quintana Roo,Homicidio doloso,60
2023-01-01,Quintana Roo,Homicidio culposo,89
2023-02-01,Quintana Roo,Homicidio culposo,82
2023-03-01,Quintana Roo,Homicidio culposo,105
2023-04-01,Quintana Roo,Homicidio culposo,74
2023-05-01,Quintana Roo,Homicidio culposo,77
2023-06-01,Quintana Roo,Homicidio culposo,91
2023-07-01,Quintana Roo,Homicidio culposo,97
2023-08-01,Quintana Roo,Homicidio culposo,99
2023-09-01,Quintana Roo,Homicidio culposo,98
2023-10-01,Quintana Roo,Homicidio culposo,77
2023-11-01,Quintana Roo,Homicidio culposo,75
2023-12-01,Quintana Roo,Homicidio culposo,88
2023-01-01,Quintana Roo,Lesiones dolosas,270
2023-02-01,Quintana Roo,Lesiones dolosas,240
2023-03-01,Quintana Roo,Lesiones dolosas,265
2023-04-01,Quintana Roo,Lesiones dolosas,273
2023-05-01,Quintana Roo,Lesiones dolosas,296
2023-06-01,Quintana Roo,Lesiones dolosas,346
2023-07-01,Quintana Roo,Lesiones dolosas,299
2023-08-01,Quintana Roo,Lesiones dolosas,247
2023-09-01,Quintana Roo,Lesiones dolosas,273
2023-10-01,Quintana Roo,Lesiones dolosas,312
2023-11-01,Quintana Roo,Lesiones dolosas,257
2023-12-01,Quintana Roo,Lesiones dolosas,237
2023-01-01,Quintana Roo,Lesiones culposas,230
2023-02-01,Quintana Roo,Lesiones culposas,222
2023-03-01,Quintana Roo,Lesiones culposas,270
2023-04-01,Quintana Roo,Lesiones culposas,219
2023-05-01,Quintana Roo,Lesiones culposas,197
2023-06-01,Quintana Roo,Lesiones culposas,206
2023-07-01,Quintana Roo,Lesiones culposas,201
2023-08-01,Quintana Roo,Lesiones culposas,206
2023-09-01,Quintana Roo,Lesiones culposas,194
2023-10-01,Quintana Roo,Lesiones culposas,223
2023-11-01,Quintana Roo,Lesiones culposas,209
2023-12-01,Quintana Roo,Lesiones culposas,221
2023-01-01,Quintana Roo,Feminicidio,1
2023-02-01,Quintana Roo,Feminicidio,3
2023-03-01,Quintana Roo,Feminicidio,1
2023-04-01,Quintana Roo,Feminicidio,1
2023-05-01,Quintana Roo,Feminicidio,2
2023-06-01,Quintana Roo,Feminicidio,0
2023-07-01,Quintana Roo,Feminicidio,2
2023-08-01,Quintana Roo,Feminicidio,3
2023-09-01,Quintana Roo,Feminicidio,1
2023-10-01,Quintana Roo,Feminicidio,1
2023-11-01,Quintana Roo,Feminicidio,2
2023-12-01,Quintana Roo,Feminicidio,1
2023-01-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,28
2023-02-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,19
2023-03-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,44
2023-04-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,46
2023-05-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,41
2023-06-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,42
2023-07-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,37
2023-08-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,32
2023-09-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,34
2023-10-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,49
2023-11-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,28
2023-12-01,Quintana Roo,Otros delitos que atentan contra la vida y la integridad corporal,41
2023-01-01,Quintana Roo,Secuestro,0
2023-02-01,Quintana Roo,Secuestro,0
2023-03-01,Quintana Roo,Secuestro,0
2023-04-01,Quintana Roo,Secuestro,0
2023-05-01,Quintana Roo,Secuestro,0
2023-06-01,Quintana Roo,Secuestro,3
2023-07-01,Quintana Roo,Secuestro,0
2023-08-01,Quintana Roo,Secuestro,1
2023-09-01,Quintana Roo,Secuestro,0
2023-10-01,Quintana Roo,Secuestro,0
2023-11-01,Quintana Roo,Secuestro,1
2023-12-01,Quintana Roo,Secuestro,4
2023-01-01,Quintana Roo,Tráfico de menores,0
2023-02-01,Quintana Roo,Tráfico de menores,0
2023-03-01,Quintana Roo,Tráfico de menores,0
2023-04-01,Quintana Roo,Tráfico de menores,0
2023-05-01,Quintana Roo,Tráfico de menores,0
2023-06-01,Quintana Roo,Tráfico de menores,0
2023-07-01,Quintana Roo,Tráfico de menores,0
2023-08-01,Quintana Roo,Tráfico de menores,0
2023-09-01,Quintana Roo,Tráfico de menores,1
2023-10-01,Quintana Roo,Tráfico de menores,0
2023-11-01,Quintana Roo,Tráfico de menores,0
2023-12-01,Quintana Roo,Tráfico de menores,0
2023-01-01,Quintana Roo,Rapto,0
2023-02-01,Quintana Roo,Rapto,0
2023-03-01,Quintana Roo,Rapto,0
2023-04-01,Quintana Roo,Rapto,0
2023-05-01,Quintana Roo,Rapto,0
2023-06-01,Quintana Roo,Rapto,0
2023-07-01,Quintana Roo,Rapto,0
2023-08-01,Quintana Roo,Rapto,0
2023-09-01,Quintana Roo,Rapto,0
2023-10-01,Quintana Roo,Rapto,0
2023-11-01,Quintana Roo,Rapto,0
2023-12-01,Quintana Roo,Rapto,0
2023-01-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,99
2023-02-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,80
2023-03-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,102
2023-04-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,100
2023-05-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,101
2023-06-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,107
2023-07-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,96
2023-08-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,62
2023-09-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,133
2023-10-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,103
2023-11-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,100
2023-12-01,Quintana Roo,Otros delitos que atentan contra la libertad personal,121
2023-01-01,Quintana Roo,Extorsión,5
2023-02-01,Quintana Roo,Extorsión,11
2023-03-01,Quintana Roo,Extorsión,4
2023-04-01,Quintana Roo,Extorsión,4
2023-05-01,Quintana Roo,Extorsión,10
2023-06-01,Quintana Roo,Extorsión,4
2023-07-01,Quintana Roo,Extorsión,9
2023-08-01,Quintana Roo,Extorsión,12
2023-09-01,Quintana Roo,Extorsión,17
2023-10-01,Quintana Roo,Extorsión,15
2023-11-01,Quintana Roo,Extorsión,14
2023-12-01,Quintana Roo,Extorsión,13
2023-01-01,Quintana Roo,Corrupción de menores,4
2023-02-01,Quintana Roo,Corrupción de menores,7
2023-03-01,Quintana Roo,Corrupción de menores,9
2023-04-01,Quintana Roo,Corrupción de menores,12
2023-05-01,Quintana Roo,Corrupción de menores,15
2023-06-01,Quintana Roo,Corrupción de menores,5
2023-07-01,Quintana Roo,Corrupción de menores,8
